,MCB ,IBL,SBM,CIEL,Vivo,CIM,EMTEL,PBL,ASCENCIA,AFREXIM,MEDINE,SUN,NMH,LUX,POLICY,NIT,MDIT,BMH,SEMDEX,SEM-10,,
29/11/2023,330,44.95,4.59,6.7,326.5,11,,530,18.5,2.85,50.75,38,10.45,56,3.12,17.4,17.4,23,2061.72,371.68,,
28/11/2023,330,44.95,4.6,6.7,326.5,11,,530,18.8,2.85,51,38,10.55,56,3.12,17.5,17.5,23,2062.86,371.7,,
27/11/2023,322.25,44.6,4.51,6.98,326.5,11,,530,19.6,2.85,51,38,10.55,56,3.18,17.5,17.5,23,2054.79,370.08,,
24/11/2023,320.5,44.8,4.51,6.98,326.5,11,,537,19.6,2.85,51,38,10.55,56,3.18,17.5,17.5,23,2052.38,369.72,,
23/11/2023,320.25,44.8,4.48,6.98,326.5,11,,537,20,2.85,51,38.1,10.55,57,3.18,17.5,17.5,23,2054.22,370.08,,
22/11/2023,322,44.8,4.48,7,326.5,11,,537,20,2.85,51,38,10.45,57.75,3.18,17.6,17.6,23,2059.42,371.22,,
21/11/2023,334,44.8,4.47,7,326.5,11,,537,19,2.85,51,38,10.5,58,3.2,17.6,17.6,23,2079.66,375.33,,
20/11/2023,335,44.8,4.53,7.06,326,11,,537,19,2.85,50.5,38,10.55,58,3.2,17.5,17.5,23,2082.6,376.4,,
17/11/2023,336,45,4.53,6.98,326,11,,537,19,2.85,50.5,38,10.8,58,3.2,18,18,23,2085.34,377.36,,
16/11/2023,337,45,4.54,6.98,326,11,,537,19,2.85,50.5,38,11,58,3.05,18,18,23,2088.24,377.92,,
15/11/2023,340,45,4.58,6.84,326.25,11,,537,19,2.83,51,38,11,58.5,3,18,18,23,2093.97,379.13,,
14/11/2023,339,45,4.6,6.8,326.25,11,,537,19,2.83,51,38,10.9,58.5,2.96,18,18,23,2090.89,378.52,,
13/11/2023,338,45,4.47,6.7,326.25,10.95,,537,19,2.83,51,37.3,11.5,58.5,2.96,17.5,17.5,23,2083.47,378.16,,
10/11/2023,338,45,4.44,6.7,326.25,10.95,,537,19,2.83,51,37.1,11.8,58.5,2.96,17.5,17.5,23,2084.33,376.67,,
09/11/2023,335,45,4.44,6.6,326.25,10.95,,537,18.7,2.83,50.75,37.1,12.25,59,2.96,17.5,17.5,23,2078.18,374.67,,
08/11/2023,332,45,4.45,6.6,326.25,10.9,,537,18.7,2.83,50.5,37.4,11.75,59,2.96,17.5,17.5,23,2071.35,373.25,,
07/11/2023,330,45,4.47,6.6,326.25,10.9,,537,18.75,2.83,50.75,37.6,11.25,59,2.97,18,18,23.4,2065.78,373.71,,
06/11/2023,329,45,4.49,6.6,326.25,10.9,,537,18.85,2.83,51,38,10.45,59,3,18,18,23.4,2063.54,373.42,,
03/11/2023,328.5,45,4.48,6.7,326.25,10.9,,537,18.9,2.83,51,38,10.4,59,3,18,18,23.4,2063.29,374.42,,
31/10/2023,328.5,45,4.5,6.7,326.25,10.9,,537,18.9,2.83,51,38,10.35,59,3,18,18,23.1,2063.91,375.05,,
30/10/2023,327.5,45,4.54,6.7,326.25,10.9,,537,18.9,2.83,51,38.5,10.3,59.25,3,18,18,23.1,2069.35,376.93,,
27/10/2023,327.25,45,4.55,6.92,326.25,11,,537,18.9,2.83,50.25,39,10.3,59.25,3,18,18,23.1,2073.64,377.6,,
26/10/2023,327,45,4.51,6.94,326,11,,537,19,2.83,50,39.35,11,59.25,3,18,18,23,2076.08,377.41,,
25/10/2023,325,45.85,4.55,7,326,11,,537,19.2,2.83,50,39.35,11,59.25,3,18,18,23.05,2080.59,378.14,,
24/10/2023,324,45,4.55,7,326,11.25,,537,19.2,2.83,50,39.35,11.3,59.25,3,18,18,23.05,2078.39,376.43,,
23/10/2023,322,45,4.51,7.04,325.5,11.25,,537,19.2,2.83,51.5,39.5,11.3,59.25,3,18,18,23.05,2077.01,375.69,,
20/10/2023,324,45,4.51,7.1,325.5,11.25,,537,19.2,2.83,53.5,39.5,11.5,59.5,3.05,18,18,23,2084.97,376.96,,
19/10/2023,324.5,45,4.55,7.1,325.5,11.25,,537,19.2,2.83,53.5,39.5,11.5,59.5,3,18,18,23,2087.23,377.46,,
18/10/2023,324.75,45,4.55,7.2,325.25,11.25,,537,19.2,2.83,53.5,39.5,11.25,59.5,3,18,18,23,2087.18,377.88,,
17/10/2023,325,45,4.55,7.24,325.25,11.25,,537,20.35,2.83,54,39.5,11,60,3,18,18,23,2092.08,379.42,,
16/10/2023,330,46.25,4.59,7.24,325.25,11.25,,537,20.5,2.83,54,39.8,11.5,60,3,18,18,23,2116.22,383.66,,
13/10/2023,332,46.4,4.6,7.24,325,11.25,,537,20.5,2.83,54,40,12,60,3,18.5,18.5,23,2123.35,384.59,,
12/10/2023,333,46.5,4.58,7.24,325,11.25,,537,20.5,2.85,54,40,12,60,2.98,18.5,18.5,23,2124.09,385.15,,
11/10/2023,333,46.5,4.55,7.2,325,11,,537,20.5,2.85,55.5,40,12,60,3,18.5,18.5,23,2121.61,384.7,,
10/10/2023,335,46.5,4.6,7.2,325,11,,538,20.55,2.9,55.5,40,12,60,3,18.5,18.5,23,2126.77,386.41,,
10/10/2023,335,46.5,4.6,7.2,325,11,,538,20.55,2.9,55.5,40,12,60,3,18.5,18.5,23,2126.77,386.41,,
09/10/2023,336,46.5,4.68,7.2,318,11,,539,20.6,2.9,56,40,12.25,60,3.1,19,19,23,2131.32,387.05,,
06/10/2023,337,46.5,4.68,7.1,318,11,,539,21,2.85,56,40,12.85,60,3,19,19,23,2135.78,387.27,,
05/10/2023,337.25,46.5,4.73,7.1,330,11,,539,21.7,2.85,56,41,12.85,60,3.05,19.45,19.45,23,2146.44,388.38,,
04/10/2023,337,46.25,4.7,7.1,330,11,,539,21.7,2.85,56,41,11.7,60,3,19.45,19.45,23,2138.74,388.47,,
03/10/2023,337,46,4.7,7.1,330,11,,539,21.7,2.88,56,38.75,12.35,61,3,19.5,19.5,23,2136.37,388.59,,
02/10/2023,340,46,4.78,7.3,317,11,,539,20.55,2.85,56.5,39,12.9,61,3,19.5,19.5,23,2145.46,389.13,,
29/09/2023,341,45,4.8,7.1,331,11,,539,20.55,2.85,56.5,38.65,13.85,61,3.05,19.5,19.5,23,2142.48,388.01,,
28/09/2023,329,45,4.74,7.1,331,11,,539,20.7,2.85,56,38.65,13.85,61,3.05,19.5,19.5,23,2116.96,381.53,,
27/09/2023,328,44.4,4.65,7.1,330.5,11,,538,20.7,2.85,56,38.65,13.2,61,3.14,19.5,19.5,23,2105.27,379.3,,
26/09/2023,329,44.4,4.6,7,325,11.5,,538,20.7,2.85,54,38.65,12.75,61,3.14,19.5,19.5,23,2101.2,378.88,,
25/09/2023,329,44.4,4.56,7,322,11,,538,20.7,2.85,54,38.65,13,61.5,3.15,19.5,19.5,23,2097.85,378.26,,
22/09/2023,327.75,44.4,4.52,6.9,321.25,11,,538,20.7,2.85,54,38.65,12.95,61,3.15,19.5,19.5,23.15,2091.96,376.97,,
21/09/2023,325.75,44.4,4.51,6.78,321.25,11,,538,20.8,2.85,54.5,38.65,12.95,61.5,3.15,19.4,19.4,23.15,2087.86,375.7,,
19/09/2023,325,44.4,4.5,6.78,317.5,11,,538,20.65,2.85,54.5,38.9,12.95,61.25,3.15,19.4,19.4,23.15,2083.67,374.54,,
18/09/2023,323.75,44.4,4.45,6.7,317.5,11,,538,20.65,2.81,54.5,39,12.2,61,3.15,19,19,23.15,2074.98,372.7,,
15/09/2023,323.75,44.5,4.44,6.7,317.5,10.9,,538,20.65,2.8,54.5,38.45,11.7,61,3.3,19,19,23.15,2071.76,372.53,,
14/09/2023,323.75,44.5,4.45,6.7,317.5,10.85,,538,20.65,2.8,54.5,38.45,11.3,61,3.3,19,19,23.15,2069.36,372.56,,
13/09/2023,323.25,44.5,4.43,6.7,317.5,10.85,,538,20.65,2.8,54.5,38.45,11.25,61,3.4,19.95,19.95,23.15,2071.24,372.31,,
12/09/2023,323,44.5,4.42,6.78,317.5,10.85,,538,20.65,2.8,54.5,38.45,11,61,3.4,19.95,19.95,23.15,2072.1,372.4,,
11/09/2023,323,44.5,4.4,6.78,317.5,10.8,,538,20.7,2.8,54.5,38.5,11,60,3.4,19.95,19.95,23.15,2070.78,372.35,,
08/09/2023,323,44.5,4.45,6.8,316.25,10.6,,538,20.7,2.8,54.5,38.9,11.7,60,3.49,20,20,23.15,2073.76,372.59,,
07/09/2023,323,44.5,4.45,6.9,316,10.6,,538,20.7,2.8,54.5,38.5,11.6,62,3.49,20,20,23.15,2076.92,372.91,,
06/09/2023,323,44.5,4.45,6.96,316,10.6,,538,20.7,2.8,54.5,38.5,11.8,62,3.5,20,20,23.15,2079.16,373.4,,
05/09/2023,324,44.5,4.5,7,313,10.6,,538,20.7,2.8,54.5,38.5,11.5,62,3.5,20,20,23.15,2078.25,374.19,,
04/09/2023,324,44.6,4.5,7,313,10.6,,538,20.7,2.8,54.5,39,11.4,62,3.5,20,20,23.15,2076.99,373.77,,
01/09/2023,324,44.6,4.5,7.1,313,10.6,,538,20.7,2.85,54.5,39.5,11.5,62,3.49,20,20,23.15,2079.72,374.6,,
31/08/2023,324,44.6,4.5,7.1,313,10.5,,538,20.8,2.85,54.5,39.5,12,62,3.5,20,20,23.2,2082.01,374.65,,
30/08/2023,324,44.6,4.5,7.12,313,10.5,,538,20.5,2.85,54.5,39,12.4,60,3.5,20,20,23.2,2079.07,374.42,,
29/08/2023,324,44.6,4.5,7.04,313,10.4,,538,20.15,2.85,54.5,37,12.4,60,3.5,20,20,23.2,2072.58,373.86,,
28/08/2023,324,44.6,4.5,6.82,313,10.4,,538,20.15,2.85,54.5,36,10.95,60,3.5,20,20,23.25,2060.01,372.74,,
25/08/2023,324,44.5,4.49,6.8,313,10.35,,538,20.1,2.75,55,36,10.5,57.75,3.5,19.6,19.6,23.15,2054.41,371.82,,
24/08/2023,324,44.3,4.5,6.76,313,10.35,,538,20.1,2.66,55,35,10.3,57.75,3.5,20,20,23.15,2050.28,370.86,,
23/08/2023,324,44.3,4.51,6.7,313,10.3,,538,20.1,2.65,55,34.1,10.35,57.75,3.5,20,20,23.15,2047.76,370.62,,
22/08/2023,324,44.3,4.51,6.74,313,10.3,,538,20.45,2.65,55,33.75,10.35,57.75,3.5,20,20,23.15,2050.59,370.91,,
21/08/2023,324,44.5,4.51,6.7,313,10.3,,537,20.5,2.65,55,33.75,10.25,57.75,3.56,20,20,23.15,2049.88,371.05,,
18/08/2023,324,44.5,4.51,6.6,313,10.3,,537,20.5,2.65,55,33.75,10.35,57,3.58,20,20,23.15,2046.53,370.71,,
17/08/2023,322.75,44.8,4.51,6.5,310.75,10.2,,537,20.5,2.65,55,33.2,10.45,57,3.5,20,20,23.15,2041.85,370.19,,
16/08/2023,323,44.9,4.51,6.5,310.75,10.2,,535,20.5,2.65,55,33.2,9.86,57,3.55,20,20,23.15,2039.23,370.37,,
15/08/2023,322.5,44.8,4.51,6.64,310.75,10.2,,535,20.5,2.75,55,33,9.8,55,3.55,20,20,23.15,2037.92,371.06,,
14/08/2023,322.5,45,4.51,6.76,310.75,10.2,,535,20.5,2.75,55,33,9.6,55,3.2,20,20,23.15,2037.15,371.54,,
11/08/2023,322.5,45.4,4.52,6.78,310.75,10.2,,535,20.5,2.75,55.25,33,9.3,56,3.2,20,20,23.15,2040.8,372.17,,
10/08/2023,321.75,45.5,4.47,6.78,310.75,10.2,,535,20.5,2.9,56,32.8,9.04,53.75,3.25,20,20,23.15,2034.99,372.38,,
09/08/2023,321,45.5,4.47,6.78,310.75,10.1,,535,20.9,2.95,55,32.8,9.04,53.5,3.15,20,20,23.15,2033.29,372.71,,
08/08/2023,320.5,45.5,4.45,6.78,310.75,10.1,,535,20.2,2.95,55,32.8,9.04,52.5,3.12,20.1,20.1,23.15,2028.24,371.65,,
07/08/2023,320,45.5,4.45,6.78,310.75,10.1,,535,20.2,2.9,55.5,32.9,9.04,52.5,3,20.1,20.1,23.15,2027.62,371.09,,
04/08/2023,320,45.5,4.45,6.78,310,10.1,,540,20,2.95,55.5,32.9,9.04,52.5,3.3,20.1,20.1,23.15,2028.12,371.35,,
03/08/2023,320,45.5,4.47,6.8,310,10.1,,540,20,2.98,55,32.55,9,52.5,3.35,20.05,20.05,23.15,2023.62,371.63,,
02/08/2023,320,45.5,4.49,6.78,309.5,10.1,,540,20,2.95,55,32.5,9,52.5,3.5,20.05,20.05,23.15,2023.64,371.6,,
01/08/2023,318.5,45.5,4.5,6.78,309.5,10.1,,540,20,2.9,54.5,32.2,9.06,52.5,3.5,20.05,20.05,23.15,2018.49,370.59,,
31/07/2023,318,45,4.48,6.72,309.5,10.1,,540,20,2.9,55,32.2,8.88,52.5,3.58,20,20,23.15,2012.48,369.3,,
28/07/2023,317,45,4.48,6.76,309,10.1,,540,20.1,2.85,55,32.2,8.98,52,3.58,20,20,23.15,2010.67,368.71,,
27/07/2023,316,44.95,4.48,6.7,307.75,10.1,,540,20,2.8,55,32.2,9,52,3.58,20,20,23.15,2007.48,367.42,,
26/07/2023,316,44.95,4.48,6.76,307.25,10,,535,20,2.8,55,32,9.08,52,3.62,20.7,20.7,23.1,2007.06,367.54,,
25/07/2023,316,45,4.49,6.5,307.25,10,,535,20,2.8,54,32,9.16,52,3.62,19.7,19.7,23.1,2003.31,366.77,,
21/07/2023,316,45,4.47,6.5,307,10,,535,19.9,2.75,51,31.25,9.08,51.5,3.62,19.6,19.6,23.1,1996.89,366.59,,
20/07/2023,316,45,4.47,6.28,305,10,,535,19.9,2.75,51,31.5,9.08,51.5,3.62,19.6,19.6,23.1,1992.32,365.48,,
19/07/2023,316,45,4.45,6.3,305,10,,533,19.9,2.75,50.75,31.5,9.1,51.75,3.62,19.6,19.6,23.1,1992.27,365.33,,
18/07/2023,315,45,4.46,6.3,305,10,,533,19.9,2.65,50.5,32,9.38,51.75,3.6,19.6,19.6,23.05,1992.68,364.29,,
17/07/2023,316,45,4.46,6.32,305,10,,533,19.9,2.65,50.5,32,9.44,51.75,3.6,19.6,19.6,23.05,1994.6,364.71,,
14/07/2023,315,45,4.46,6.78,294.5,10,,533,19.9,2.65,50.75,30.55,9.46,51.75,3.59,19.6,19.6,23.05,1994.27,365.29,,
13/07/2023,315,45,4.45,6.6,294.5,10,,530,19.9,2.65,51,30.3,8.9,53.75,3.6,19.6,19.6,23.05,1991.85,364.38,,
12/07/2023,316,45,4.45,6.62,294.5,10,,530,20,2.65,50.5,30.3,8.96,53.75,3.6,19.6,19.6,23.05,1995.24,365.12,,
11/07/2023,316,45,4.48,6.64,294.5,10,,530,20,2.65,50.5,30.25,8.64,52.5,3.5,19.6,19.6,23.05,1994.31,365.54,,
10/07/2023,316,44.9,4.5,6.6,294.5,10,,530,20,2.65,51,30.15,8.64,52.5,3.5,19.6,19.6,23,1994.19,365.38,,
06/07/2023,316,44.9,4.54,6.9,294.5,10,,530,19.9,2.65,51,30.05,8.6,54,3.5,19.6,19.6,23,1996.22,366.07,,
06/07/2023,316,44.9,4.5,6.9,294.5,10,,530,19.9,2.65,51,30.05,8.6,52.5,3.52,19.6,19.6,23,1994.44,365.97,,
05/07/2023,316,44,4.5,6.9,294.5,10,,530,19.9,2.65,51,29.95,8.6,54,3.26,19.6,19.6,23,1991.15,364.55,,
04/07/2023,316,44,4.5,6.96,294.5,10,,530,19.85,2.65,51,30,8.58,52,3.16,19.7,19.7,23,1986.35,364.69,,
03/07/2023,313.5,44,4.5,7,294.5,10,,530,19.75,2.65,49.5,30,8.58,51,3.1,19.7,19.7,23,1977.85,363.5,,
30/06/2023,313.25,44,4.5,6.52,294.5,10,,530,19.75,2.65,49.1,30,8.58,51,3.1,19.6,19.6,23,1967.05,361.66,,
29/06/2023,313,44,4.48,6.5,294.5,10.1,,530,19.75,2.65,49.1,30,8.58,51,3.1,19.6,19.6,23,1965.57,361.33,,
28/06/2023,313,44.15,4.46,6.52,294.5,10,,530,19.75,2.65,49.1,30,8.58,51,3.1,19.6,19.6,23,1964.48,361.43,,
27/06/2023,314,44.15,4.46,6.46,294,9.96,,540,19.75,2.7,49,30.3,8.36,51.25,3.08,19.6,19.6,23.2,1971.58,361.51,,
26/06/2023,314.75,44.2,4.48,6.46,294,10,,540,19.8,2.65,51,32.7,8.6,51.75,3.06,19.7,19.7,23.2,1981.66,361.81,,
23/06/2023,315,44.2,4.48,6.5,294,10,,540,19.8,2.65,51,32,8.6,52,3.06,20,20,23.2,1981.61,362.05,,
22/06/2023,315.25,44.2,4.48,6.5,294,10,,535,19.85,2.65,52.25,32,8.58,52,3,20,20,22.2,1980.86,362.02,,
21/06/2023,315,44.2,4.48,6.5,294,10.1,,535,19.9,2.64,53,32,8.6,52,2.9,20,20,22.2,1982.27,361.49,,
20/06/2023,316,44.85,4.48,6.52,294,10.1,,525,19.9,2.64,53,33,8.5,52,2.9,20,20,22.2,1986.37,362.51,,
19/06/2023,315,44.95,4.48,6.52,294,10,,525,19.95,2.65,53,33.4,8.48,52,2.9,20,20,22.2,1984.28,362.25,,
16/06/2023,316,44.95,4.47,6.5,293,10,,525,19.95,2.65,53,33,8.5,51,2.9,20.4,20.4,21.2,1982.29,362.55,,
15/06/2023,316,44.95,4.47,6.5,292.25,10,,525,19.95,2.65,53,33,8.5,50,2.9,20.4,20.4,21.2,1982.4,362.58,,
14/06/2023,316,45,4.46,6.52,292.25,10,,525,19.9,2.65,53,33,8.4,50,2.85,20.4,20.4,21.2,1983.1,362.62,,
13/06/2023,320,45,4.48,6.52,292.25,10,,525,19.95,2.65,53,32,8.36,49,2.87,20.4,20.4,21.2,1988.62,364.75,,
12/06/2023,321,45,4.5,6.52,292.25,10,,525,19.9,2.65,53,28.3,8.38,49,2.87,20.4,20.4,21.2,1986.86,364.87,,
09/06/2023,320,45,4.51,6.52,292.25,10,,525,19.9,2.65,53,26.5,8.14,49,2.87,20.4,20.4,21.2,1978.51,363.97,,
08/06/2023,321,45,4.5,6.52,292.25,10,,521,19.9,2.65,53,26.5,8.36,49,2.9,20.75,20.75,21.1,1981.59,366.42,,
07/06/2023,320,45,4.46,6.4,292,10,,521,20,2.65,53,25.6,8.36,49,2.85,20.75,20.75,21.1,1975.13,363.13,,
06/06/2023,326,45,4.46,6.52,292,10,,521,20,2.65,53,25.5,8.36,48.5,2.85,20.75,20.75,21.1,1988.25,366.44,,
05/06/2023,326,45,4.45,6.52,292,10.05,,521,20,2.65,53,25.35,8.2,48.5,2.8,20.75,20.75,21.1,1988.45,366.53,,
02/06/2023,324,45,4.45,6.38,292,10.05,,521,20,2.65,53,25.35,8.38,48.5,2.85,20.75,20.75,21.1,1983.88,365.57,,
01/06/2023,323.5,45.5,4.45,6.38,291.5,10,,521,20.5,2.65,53,25.1,8.38,48.5,2.85,20.75,20.75,21,1988.14,366.52,,
31/05/2023,324.5,45,4.45,6.38,291.5,10,,521,20.2,2.65,53,25.1,8.4,48.5,2.8,20.75,20.75,21,1984.67,366.15,,
30/05/2023,323,44.8,4.5,6.38,291.5,10,,521,20.2,2.65,53,25,8.4,48.8,2.82,20.75,20.75,21,1979.39,364.87,,
29/05/2023,322,44.55,4.54,6.38,290.5,10.05,,531,20.2,2.6,53,25,8.48,48.8,2.84,20.35,20.35,21,1980.55,364.38,,
26/05/2023,322,44.55,4.54,6.38,290,9.92,,531,20.2,2.6,53,25,8.2,48.8,2.7,20.75,20.75,21,1978.35,363.9,,
25/05/2023,322.75,44.55,4.55,6.52,290,10.1,,531,20.2,2.59,53,25,8.16,50,2.8,20.75,20.75,21,1984.69,364.73,,
24/05/2023,324,44.05,4.55,6.56,289.5,10,,530,20.2,2.59,53,24.85,8.12,50,2.7,20.75,20.75,21,1983.81,364.71,,
23/05/2023,325,44.05,4.52,6.48,289.5,10.1,,530,20.9,2.59,53,24.75,8.1,47,2.62,20.75,20.75,21,1984.66,365.4,,
22/05/2023,325,44,4.58,6.34,292,10.1,,530,20.95,2.59,53,25,8.3,47,2.6,20.75,20.75,21,1987.04,365.11,,
19/05/2023,325,43.6,4.58,6.32,290.25,10.1,,528,20.95,2.6,53,25,8.36,47,2.58,20.85,20.85,21,1983.21,363.55,,
18/05/2023,323,43.6,4.58,6.32,286.25,10,,527,20.95,2.6,54,25,8.4,47,2.57,20.85,20.85,21,1978.79,362.27,,
17/05/2023,320.75,43.6,4.55,6.24,286.25,10,,527,20.95,2.6,54,25,8.4,47,2.59,21,21,21,1971.43,360.7,,
16/05/2023,320.25,43.5,4.55,6.24,286.25,10,,526,20.9,2.6,54,25,8.4,47,2.6,21,21,21,1969.34,359.83,,
15/05/2023,319,43.5,4.4,6.24,286.25,10,,526,20.95,2.6,53,25,8.4,47,2.6,21,21,21.25,1969.07,358.33,,
12/05/2023,315.5,43.5,4.4,6.2,286.25,10,,526,20.95,2.6,53,25,8.4,47,2.6,21,21,21.25,1955.7,356.31,,
11/05/2023,312.25,43.5,4.6,6.16,286.25,10,,526,20.95,2.6,53,25,8.4,47,2.6,21,21,21.5,1953.85,355.76,,
10/05/2023,312.25,43.5,4.51,6.16,286.25,10,,526,20.95,2.59,53,24.5,8.16,47,2.6,21,21,21.5,1947.72,355.12,,
09/05/2023,312,43.5,4.59,6.14,286.25,10,,526,20.9,2.59,53,24.5,8.18,45.3,2.57,21,21,21.75,1947.09,355.39,,
08/05/2023,307,43.25,4.59,6.18,286.25,10,,526,20.9,2.59,53,24.5,7.84,45.3,2.6,21,21,21.75,1936.15,352.88,,
05/05/2023,305,43.25,4.59,6.2,286.25,10,,526,20.9,2.59,53,24.5,7.86,45.3,2.56,21,21,21.75,1932.26,351.97,,
04/05/2023,305,43.25,4.46,6.18,286.25,10,,526,20.95,2.59,53,24.5,7.86,45,2.55,21,21,21.75,1928.43,350.97,,
03/05/2023,305,43.25,4.46,6.16,286.25,9.9,,525,20.95,2.59,53,25,7.86,45,2.53,21,21,21.75,1928.38,351.31,,
02/05/2023,305,43.25,4.48,6.2,286.25,9.9,,525,20.95,2.59,53,25.05,7.84,44.9,2.53,21,21,21.75,1927.31,350.99,,
28/04/2023,305,43.5,4.46,6.2,286,9.9,,525,21,2.59,53,26,7.82,45,2.54,21,21,21.75,1926.35,351.08,,
27/04/2023,305,43.5,4.48,6.14,285,10,,525,21,2.59,54.5,26.5,8,45,2.55,22.3,22.3,21.75,1932.33,351.65,,
26/04/2023,305,43.5,4.48,6.14,284.25,10,,525,21.3,2.59,54.5,26.5,7.86,45,2.57,22.3,22.3,22,1931.59,351.81,,
25/04/2023,305,43.5,4.48,6.14,284.25,10,,525,21.3,2.59,54.5,26.8,7.9,45.3,2.58,22.3,22.3,22,1933.75,351.91,,
24/04/2023,306,43.8,4.45,6.14,284.25,10,,525,21.4,2.59,55.5,27.2,7.86,45.3,2.57,22.4,22.4,22,1938.52,352.83,,
21/04/2023,306,43.8,4.45,6.14,284.25,10,,525,21.4,2.59,55.5,27.2,7.86,45.3,2.57,22.4,22.4,22,1938.52,352.83,,
20/04/2023,306,43.8,4.45,6.14,284.25,10,,525,21.4,2.59,55.5,27.2,7.86,45.3,2.57,22.5,22.5,22,1939.69,352.83,,
19/04/2023,305.5,44,4.45,6.14,284.25,10.1,,525,21.4,2.59,55.75,27.2,7.86,45.3,2.56,22.5,22.5,22,1941.17,352.85,,
18/04/2023,306,44,4.45,6.16,284.25,10.1,,525,21.4,2.59,55.75,27.2,7.9,45.8,2.57,22.5,22.5,22,1943.08,353.19,,
17/04/2023,306,44.4,4.45,6.16,284.25,10.1,,525,21.4,2.59,56,27.25,8,46,2.6,22.5,22.5,22,1945.83,353.67,,
14/04/2023,306.25,44.5,4.45,6.16,284,10.15,,525,21.4,2.59,56.5,27.25,8.1,46,2.57,22.5,22.5,22,1950.93,354.92,,
13/04/2023,306.5,44.5,4.45,6.16,284,10.15,,525,21.4,2.59,56.5,27.25,8.1,45.6,2.67,22.5,22.5,22,1952.08,355.17,,
12/04/2023,307.5,44.5,4.45,6.16,284,10.15,,525,21.4,2.59,56.5,27.25,8,45.6,2.74,22.5,22.5,22,1954.27,355.72,,
11/04/2023,310,44,4.49,6.16,284,10.15,,530,21.4,2.59,56.5,27.25,8.02,45.6,2.74,22.5,22.5,22,1959.89,356.71,,
10/04/2023,311,44,4.5,6.16,284,10.15,,530,21.4,2.59,56.5,27.25,8.02,45.5,2.74,22.7,22.7,22,1963.39,357.3,,
07/04/2023,310.5,44,4.5,6.18,284,10.15,,530,21.4,2.59,56.5,27.25,8.18,45.5,2.74,30,30,22,1960.53,356.52,,
06/04/2023,310,44,4.52,6.18,284,10.15,,530,21.4,2.59,56.5,27.25,8.18,45.25,2.88,30,30,22,1960.1,356.41,,
05/04/2023,309,44.15,4.52,6.18,284,10.15,,530,21.4,2.59,56.5,27.25,8.22,45.25,2.88,30,30,22,1957.51,356.09,,
04/04/2023,308.75,44.25,4.55,6.18,284,10.2,,530,21.5,2.59,56.5,27.45,8.2,45.1,2.88,30,30,22.5,1959.02,356.42,,
03/04/2023,307.25,44.25,4.56,6.18,284,10.2,,520,21.7,2.59,56.5,27.45,8.2,45,2.9,29,29,22.5,1954.27,355.66,,
31/03/2023,307.25,44.25,4.69,6.18,284,10.2,,520,21.7,2.59,56.5,27.5,8.16,47,2.9,30,30,22.5,1959.29,356.62,,
30/03/2023,306.75,44.5,4.69,6.18,284,10.2,,520,21.7,2.59,56.5,27.5,8.1,47,2.94,30,30,23,1961.34,357.29,,
29/03/2023,306.5,44.5,4.5,6.18,282.25,10.5,,520,21.7,2.59,56.5,28,8.2,47,2.71,30,30,23,1958.92,356.91,,
28/03/2023,305.5,45,4.5,6.18,282.25,10.5,,520,21.8,2.59,56.5,27.5,8.2,47,2.56,30,30,23,1958.47,357.27,,
27/03/2023,310,45,4.5,6.14,282.25,10.9,,521,21.8,2.59,56.75,27.5,8.2,47.25,2.54,30,30,23,1970.15,359.43,,
24/03/2023,310.5,44.25,4.5,6.14,282.25,10.9,,518,21.8,2.6,56.75,27.5,8.2,47.35,2.54,28.5,28.5,23,1967.03,359,,
23/03/2023,311.5,44.25,4.5,6.14,282.25,11,,518,21.8,2.6,57,28,8.18,47.5,2.52,28.5,28.5,23.25,1971.89,359.67,,
21/03/2023,311.5,44,4.5,6.14,282,11,,518,21.8,2.6,57,27.5,8.2,47.5,2.54,28.5,28.5,23.25,1970.89,359.35,,
20/03/2023,311.5,44,4.5,6.18,282,11,,518,21.8,2.62,57.25,27.5,8.2,47.5,2.51,28.5,28.5,23.5,1972.78,359.59,,
17/03/2023,312,44,4.5,6.14,282,11,,518,21.8,2.62,57.25,27.5,8.24,47.5,2.51,28.1,28.1,23.5,1977.53,360.02,,
16/03/2023,312,44,4.5,6.14,282,11,,518,22,2.62,57.25,27.45,8.24,47.5,2.55,28.1,28.1,23.5,1978.32,360.19,,
15/03/2023,313,44,4.5,6.16,282,11.3,,518,22,2.62,57.25,27.75,8.3,48.05,2.6,31,31,23.5,1987.08,361.04,,
14/03/2023,314.5,44,4.5,6.16,282,11.3,,518,22,2.62,57.75,28,8.36,48.05,2.62,31,31,23.5,1992.27,361.81,,
13/03/2023,315,44,4.5,6.14,282,11.35,,518,22.1,2.62,58.25,28.25,8.38,48.55,2.63,31,31,23.75,1996.18,362.08,,
10/03/2023,315,44,4.5,6.14,282,11.35,,518,22.2,2.61,58.25,28.3,8.38,48.55,2.64,31,31,24,1997.09,362.07,,
09/03/2023,315.5,44,4.49,6.14,281.25,11.4,,518,22.5,2.64,58.5,28.3,8.38,49,2.64,31,31,24,2001.02,363.05,,
08/03/2023,315.25,44,4.43,6.14,281.25,11.4,,518,22.5,2.64,58.75,28.3,8.36,49,2.64,31,31,24,1999.39,363.2,,
